GUIDELINE	YEAR	STRAIN	REFERENCE_TABLE	WHONET_ORG_CODE	ANTIBIOTIC	ABX_TEST	WHONET_ABX_CODE	METHOD	MEDIUM	MINIMUM	MAXIMUM	DATE_ENTERED	DATE_MODIFIED	COMMENTS
CLSI	2013	atcc25922	Table 4A	eco	Ticarcillin	TIC_NM	TIC	MIC	MH	4	16	2021-01-01	2021-01-01	
CLSI	2013	atcc25922	Table 4A	eco	Ticarcillin/Clavulanic acid	TCC_NM	TCC	MIC	MH	4	16	2021-01-01	2021-01-01	
CLSI	2013	atcc25922	Table 4A	eco	Tigecycline	TGC_NM	TGC	MIC	MH	0.03	0.25	2021-01-01	2021-01-01	
CLSI	2013	atcc25922	Vet	eco	Tilmicosin	TIL_NM	TIL	MIC	MH	64	5000	2021-01-01	2021-01-01	
CLSI	2013	atcc25922	Table 4A	eco	Tobramycin	TOB_NM	TOB	MIC	MH	0.25	1	2021-01-01	2021-01-01	
CLSI	2013	atcc25922	Table 4A	eco	Trimethoprim	TMP_NM	TMP	MIC	MH	0.5	2	2021-01-01	2021-01-01	
CLSI	2013	atcc25922	Table 4A	eco	Trimethoprim/sulfamethoxazole	SXT_NM	SXT	MIC	MH	0	0.5	2021-01-01	2021-01-01	
CLSI	2013	atcc25922	Table 4A	eco	Trospectomycin	TRO_NM	TRO	MIC	MH	8	32	2021-01-01	2021-01-01	
CLSI	2013	atcc25922	Table 4A	eco	Trovafloxacin	TVA_NM	TVA	MIC	MH	0.004	0.016	2021-01-01	2021-01-01	
CLSI	2013	atcc25922	Vet	eco	Tylosin	TYL_NM	TYL	MIC	MH	64	5000	2021-01-01	2021-01-01	
CLSI	2013	atcc25922	Table 4A	eco	Ulifloxacin (prulifloxacin)	PRU_NM	PRU	MIC	MH	0.004	0.016	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Ampicillin/Sulbactam	SAM_ND10	SAM	Disk	MH	29	37	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Cefamandole	MAN_ND30	MAN	Disk	MH	26	34	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Cefazolin	CZO_ND30	CZO	Disk	MH	29	35	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Cefditoren	DIT_ND5	DIT	Disk	MH	20	28	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Cefepime	FEP_ND30	FEP	Disk	MH	23	29	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Cefotaxime	CTX_ND30	CTX	Disk	MH	25	31	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Cefotetan	CTT_ND30	CTT	Disk	MH	17	23	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Cefoxitin	FOX_ND30	FOX	Disk	MH	23	29	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Cefprozil	PRO_ND30	PRO	Disk	MH	27	33	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Ceftaroline	CPT_ND30	CPT	Disk	MH	26	35	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Ceftazidime/Avibactam	CZA_ND30	CZA	Disk	MH	16	22	2021-01-01	2021-01-01	
CLSI	2013	atcc25923		sau	Ceftiofur	TIO_ND30	TIO	Disk	MH	27	31	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Ceftizoxime	CZX_ND30	CZX	Disk	MH	27	35	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Ceftriaxone	CRO_ND30	CRO	Disk	MH	22	28	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Cefuroxime	CXM_ND30	CXM	Disk	MH	27	35	2021-01-01	2021-01-01	
CLSI	2013	atcc25923		sau	Danofloxacin	DFX_ND5	DFX	Disk	MH	24	31	2021-01-01	2021-01-01	
CLSI	2013	atcc25923		sau	Difloxacin	DIF_ND10	DIF	Disk	MH	27	33	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Dirithromycin	DIR_ND15	DIR	Disk	MH	18	26	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Doripenem	DOR_ND10	DOR	Disk	MH	33	42	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Doxycycline	DOX_ND30	DOX	Disk	MH	23	29	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Enoxacin	ENX_ND10	ENX	Disk	MH	22	28	2021-01-01	2021-01-01	
CLSI	2013	atcc25923		sau	Enrofloxacin	ENR_ND5	ENR	Disk	MH	27	31	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Ertapenem	ERT_ND10	ERT	Disk	MH	24	31	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Erythromycin	ERY_ND15	ERY	Disk	MH	22	30	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Faropenem	FAR_ND5	FAR	Disk	MH	27	34	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Fleroxacin	FLE_ND5	FLE	Disk	MH	21	27	2021-01-01	2021-01-01	
CLSI	2013	atcc25923		sau	Florfenicol	FLR_ND30	FLR	Disk	MH	22	29	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Fosfomycin	FOS_ND200	FOS	Disk	MH	25	33	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Fusidic acid	FUS_ND10	FUS	Disk	MH	24	32	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Garenoxacin	GRN_ND5	GRN	Disk	MH	30	36	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Gatifloxacin	GAT_ND5	GAT	Disk	MH	27	33	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Gemifloxacin	GEM_ND5	GEM	Disk	MH	27	33	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Gentamicin	GEN_ND10	GEN	Disk	MH	19	27	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Grepafloxacin	GRX_ND5	GRX	Disk	MH	26	31	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Iclaprim	ICL_ND5	ICL	Disk	MH	25	33	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Kanamycin	KAN_ND30	KAN	Disk	MH	19	26	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Levofloxacin	LVX_ND5	LVX	Disk	MH	25	30	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Linezolid	LNZ_ND30	LNZ	Disk	MH	25	32	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Linopristin-flopristin	LFE_ND10	LFE	Disk	MH	25	31	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Lomefloxacin	LOM_ND10	LOM	Disk	MH	23	29	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Loracarbef	LOR_ND30	LOR	Disk	MH	23	31	2021-01-01	2021-01-01	
CLSI	2013	atcc25923		sau	Marbofloxacin	MAR_ND5	MAR	Disk	MH	24	30	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Meropenem	MEM_ND10	MEM	Disk	MH	29	37	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Methicillin	MET_ND5	MET	Disk	MH	17	22	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Minocycline	MNO_ND30	MNO	Disk	MH	25	30	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Moxalactam (Latamoxef)	MOX_ND30	MOX	Disk	MH	18	24	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Moxifloxacin	MFX_ND5	MFX	Disk	MH	28	35	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Nafcillin	NAF_ND1	NAF	Disk	MH	16	22	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Netilmicin	NET_ND30	NET	Disk	MH	22	31	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Nitrofurantoin	NIT_ND300	NIT	Disk	MH	18	22	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Norfloxacin	NOR_ND10	NOR	Disk	MH	17	28	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Ofloxacin	OFX_ND5	OFX	Disk	MH	24	28	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Omadacycline	OMC_ND30	OMC	Disk	MH	22	30	2021-01-01	2021-01-01	
CLSI	2013	atcc25923		sau	Orbifloxacin	ORB_ND10	ORB	Disk	MH	24	30	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Oxacillin	OXA_ND1	OXA	Disk	MH	18	24	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Penicillin G	PEN_ND10	PEN	Disk	MH	26	37	2021-01-01	2021-01-01	
CLSI	2013	atcc25923		sau	Penicillin/Novobiocin	PNO_ND10	PNO	Disk	MH	30	36	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Piperacillin/Tazobactam	TZP_ND100	TZP	Disk	MH	27	36	2021-01-01	2021-01-01	
CLSI	2013	atcc25923		sau	Pirlimycin	PRL_ND2	PRL	Disk	MH	20	25	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Plazomicin	PLZ_ND30	PLZ	Disk	MH	19	25	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Quinupristin/Dalfopristin	QDA_ND15	QDA	Disk	MH	21	28	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Rifampin	RIF_ND5	RIF	Disk	MH	26	34	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Solithromycin	SOL_ND15	SOL	Disk	MH	22	30	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Sparfloxacin	SPX_ND5	SPX	Disk	MH	27	33	2021-01-01	2021-01-01	
CLSI	2013	atcc25923		sau	Spectinomycin	SPT_ND100	SPT	Disk	MH	13	17	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Streptomycin	STR_ND10	STR	Disk	MH	14	22	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Sulfamethoxazole	SMX_ND200	SMX	Disk	MH	24	34	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Sulfisoxazole	SOX_ND200	SOX	Disk	MH	24	34	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Sulfonamides	SSS_ND200	SSS	Disk	MH	24	34	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Tedizolid	TED_ND2	TED	Disk	MH	22	29	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Teicoplanin	TEC_ND30	TEC	Disk	MH	15	21	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Telavancin	TLV_ND30	TLV	Disk	MH	16	20	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Telithromycin	TEL_ND15	TEL	Disk	MH	24	30	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Tetracycline	TCY_ND30	TCY	Disk	MH	24	30	2021-01-01	2021-01-01	
CLSI	2013	atcc25923		sau	Tiamulin	TIA_ND30	TIA	Disk	MH	25	32	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Ticarcillin/Clavulanic acid	TCC_ND75	TCC	Disk	MH	29	37	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Tigecycline	TGC_ND15	TGC	Disk	MH	20	25	2021-01-01	2021-01-01	
CLSI	2013	atcc25923		sau	Tilmicosin	TIL_ND15	TIL	Disk	MH	17	21	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Tobramycin	TOB_ND10	TOB	Disk	MH	19	29	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Trimethoprim	TMP_ND5	TMP	Disk	MH	19	26	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Trimethoprim/sulfamethoxazole	SXT_ND1_2	SXT	Disk	MH	24	32	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Trospectomycin	TRO_ND30	TRO	Disk	MH	15	20	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Trovafloxacin	TVA_ND10	TVA	Disk	MH	29	35	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Ulifloxacin (prulifloxacin)	PRU_ND5	PRU	Disk	MH	20	26	2021-01-01	2021-01-01	
CLSI	2013	atcc25923	Table 3A	sau	Vancomycin	VAN_ND30	VAN	Disk	MH	17	21	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 3A	pae	Carbenicillin	CRB_ND100	CRB	Disk	MH	18	24	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 3A	pae	Cefepime	FEP_ND30	FEP	Disk	MH	24	30	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 3A	pae	Cefotaxime	CTX_ND30	CTX	Disk	MH	18	22	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 3A	pae	Ceftazidime/Avibactam	CZA_ND30	CZA	Disk	MH	25	31	2021-01-01	2021-01-01	
CLSI	2013	atcc27853		pae	Ceftiofur	TIO_ND30	TIO	Disk	MH	14	18	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 3A	pae	Ceftizoxime	CZX_ND30	CZX	Disk	MH	12	17	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 3A	pae	Ceftriaxone	CRO_ND30	CRO	Disk	MH	17	23	2021-01-01	2021-01-01	
CLSI	2013	atcc27853		pae	Danofloxacin	DFX_ND5	DFX	Disk	MH	18	25	2021-01-01	2021-01-01	
CLSI	2013	atcc27853		pae	Difloxacin	DIF_ND10	DIF	Disk	MH	16	22	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 3A	pae	Doripenem	DOR_ND10	DOR	Disk	MH	28	35	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 3A	pae	Enoxacin	ENX_ND10	ENX	Disk	MH	22	28	2021-01-01	2021-01-01	
CLSI	2013	atcc27853		pae	Enrofloxacin	ENR_ND5	ENR	Disk	MH	15	19	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 3A	pae	Ertapenem	ERT_ND10	ERT	Disk	MH	13	21	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 3A	pae	Fleroxacin	FLE_ND5	FLE	Disk	MH	12	20	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 3A	pae	Garenoxacin	GRN_ND5	GRN	Disk	MH	19	25	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 3A	pae	Gatifloxacin	GAT_ND5	GAT	Disk	MH	20	28	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 3A	pae	Gemifloxacin	GEM_ND5	GEM	Disk	MH	19	25	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 3A	pae	Gentamicin	GEN_ND10	GEN	Disk	MH	17	23	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 3A	pae	Grepafloxacin	GRX_ND5	GRX	Disk	MH	20	27	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 3A	pae	Imipenem	IPM_ND10	IPM	Disk	MH	20	28	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 3A	pae	Levofloxacin	LVX_ND5	LVX	Disk	MH	19	26	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 3A	pae	Lomefloxacin	LOM_ND10	LOM	Disk	MH	22	28	2021-01-01	2021-01-01	
CLSI	2013	atcc27853		pae	Marbofloxacin	MAR_ND5	MAR	Disk	MH	20	25	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 3A	pae	Meropenem	MEM_ND10	MEM	Disk	MH	27	33	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 3A	pae	Mezlocillin	MEZ_ND75	MEZ	Disk	MH	19	25	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 3A	pae	Moxalactam (Latamoxef)	MOX_ND30	MOX	Disk	MH	17	25	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 3A	pae	Moxifloxacin	MFX_ND5	MFX	Disk	MH	17	25	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 3A	pae	Netilmicin	NET_ND30	NET	Disk	MH	17	23	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 3A	pae	Norfloxacin	NOR_ND10	NOR	Disk	MH	22	29	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 3A	pae	Ofloxacin	OFX_ND5	OFX	Disk	MH	17	21	2021-01-01	2021-01-01	
CLSI	2013	atcc27853		pae	Orbifloxacin	ORB_ND10	ORB	Disk	MH	16	22	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 3A	pae	Piperacillin	PIP_ND100	PIP	Disk	MH	25	33	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 3A	pae	Piperacillin/Tazobactam	TZP_ND100	TZP	Disk	MH	25	33	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 3A	pae	Plazomicin	PLZ_ND30	PLZ	Disk	MH	15	21	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 3A	pae	Polymyxin B	POL_ND300	POL	Disk	MH	14	18	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 3A	pae	Sparfloxacin	SPX_ND5	SPX	Disk	MH	21	29	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 3A	pae	Spectinomycin	SPT_ND100	SPT	Disk	MH	10	14	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 3A	pae	Ticarcillin	TIC_ND75	TIC	Disk	MH	21	27	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 3A	pae	Ticarcillin/Clavulanic acid	TCC_ND75	TCC	Disk	MH	20	28	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 3A	pae	Tigecycline	TGC_ND15	TGC	Disk	MH	9	13	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 3A	pae	Tobramycin	TOB_ND10	TOB	Disk	MH	20	26	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 3A	pae	Trovafloxacin	TVA_ND10	TVA	Disk	MH	21	27	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 3A	pae	Ulifloxacin (prulifloxacin)	PRU_ND5	PRU	Disk	MH	27	33	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 4A	pae	Carbenicillin	CRB_NM	CRB	MIC	MH	16	64	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 4A	pae	Cefepime	FEP_NM	FEP	MIC	MH	0.5	4	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 4A	pae	Cefotaxime	CTX_NM	CTX	MIC	MH	8	32	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 4A	pae	Ceftazidime/Avibactam	CZA_NM	CZA	MIC	MH	0.5	4	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Vet	pae	Ceftiofur	TIO_NM	TIO	MIC	MH	16	64	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 4A	pae	Ceftizoxime	CZX_NM	CZX	MIC	MH	16	64	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 4A	pae	Ceftriaxone	CRO_NM	CRO	MIC	MH	8	64	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Vet	pae	Difloxacin	DIF_NM	DIF	MIC	MH	1	8	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 4A	pae	Doripenem	DOR_NM	DOR	MIC	MH	0.12	0.5	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 4A	pae	Enoxacin	ENX_NM	ENX	MIC	MH	2	8	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Vet	pae	Enrofloxacin	ENR_NM	ENR	MIC	MH	1	4	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 4A	pae	Ertapenem	ERT_NM	ERT	MIC	MH	2	8	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 4A	pae	Finafloxacin	FIN_NM	FIN	MIC	MH	1	8	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 4A	pae	Fleroxacin	FLE_NM	FLE	MIC	MH	1	4	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Vet	pae	Florfenicol	FLR_NM	FLR	MIC	MH	32	5000	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 4A	pae	Fosfomycin	FOS_NM	FOS	MIC	MH	2	8	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 4A	pae	Garenoxacin	GRN_NM	GRN	MIC	MH	0.5	2	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 4A	pae	Gatifloxacin	GAT_NM	GAT	MIC	MH	0.5	2	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 4A	pae	Gemifloxacin	GEM_NM	GEM	MIC	MH	0.25	1	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 4A	pae	Gentamicin	GEN_NM	GEN	MIC	MH	0.5	2	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 4A	pae	Grepafloxacin	GRX_NM	GRX	MIC	MH	0.25	2	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 4A	pae	Imipenem	IPM_NM	IPM	MIC	MH	1	4	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 4A	pae	Levofloxacin	LVX_NM	LVX	MIC	MH	0.5	4	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 4A	pae	Lomefloxacin	LOM_NM	LOM	MIC	MH	1	4	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 4A	pae	Loracarbef	LOR_NM	LOR	MIC	MH	16	5000	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 4A	pae	Meropenem	MEM_NM	MEM	MIC	MH	0.25	1	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 4A	pae	Mezlocillin	MEZ_NM	MEZ	MIC	MH	8	32	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 4A	pae	Moxalactam (Latamoxef)	MOX_NM	MOX	MIC	MH	8	32	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 4A	pae	Moxifloxacin	MFX_NM	MFX	MIC	MH	1	8	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 4A	pae	Netilmicin	NET_NM	NET	MIC	MH	0.5	8	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 4A	pae	Norfloxacin	NOR_NM	NOR	MIC	MH	1	4	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 4A	pae	Ofloxacin	OFX_NM	OFX	MIC	MH	1	8	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Vet	pae	Orbifloxacin	ORB_NM	ORB	MIC	MH	0.015	0.125	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Vet	pae	Penicillin/Novobiocin	PNO_NM	PNO	MIC	MH	16	5000	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 4A	pae	Piperacillin	PIP_NM	PIP	MIC	MH	1	8	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 4A	pae	Piperacillin/Tazobactam	TZP_NM	TZP	MIC	MH	1	8	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Vet	pae	Pirlimycin	PIR_NM	PIR	MIC	MH	32	5000	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 4A	pae	Plazomicin	PLZ_NM	PLZ	MIC	MH	1	4	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 4A	pae	Polymixin B	POL_NM	POL	MIC	MH	1	4	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 4A	pae	Rifampin	RIF_NM	RIF	MIC	MH	16	64	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 4A	pae	Sparfloxacin	SPX_NM	SPX	MIC	MH	0.5	2	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Vet	pae	Spectinomycin	SPT_NM	SPT	MIC	MH	256	5000	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 4A	pae	Tetracycline	TCY_NM	TCY	MIC	MH	8	32	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 4A	pae	Ticarcillin	TIC_NM	TIC	MIC	MH	8	32	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 4A	pae	Ticarcillin/Clavulanic acid	TCC_NM	TCC	MIC	MH	8	32	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Vet	pae	Tilmicosin	TIL_NM	TIL	MIC	MH	128	5000	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 4A	pae	Tobramycin	TOB_NM	TOB	MIC	MH	0.25	1	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 4A	pae	Trimethoprim	TMP_NM	TMP	MIC	MH	128	5000	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 4A	pae	Trimethoprim/sulfamethoxazole	SXT_NM	SXT	MIC	MH	8	32	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 4A	pae	Trovafloxacin	TVA_NM	TVA	MIC	MH	0.25	2	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Vet	pae	Tylosin	TYL_NM	TYL	MIC	MH	64	5000	2021-01-01	2021-01-01	
CLSI	2013	atcc27853	Table 4A	pae	Ulifloxacin (prulifloxacin)	PRU_NM	PRU	MIC	MH	0.12	0.5	2021-01-01	2021-01-01	
CLSI	2013	atcc29212	Table 4A	efa	Carbenicillin	CRB_NM	CRB	MIC	MH	16	64	2021-01-01	2021-01-01	
CLSI	2013	atcc29212	Table 4A	efa	Ceftaroline	CPT_NM	CPT	MIC	MH	0.25	2	2021-01-01	2021-01-01	
CLSI	2013	atcc29212	Table 4A	efa	Dalbavancin	DAL_NM	DAL	MIC	MH	0.03	0.125	2021-01-01	2021-01-01	
CLSI	2013	atcc29212	Table 4A	efa	Daptomycin	DAP_NM	DAP	MIC	MH	1	4	2021-01-01	2021-01-01	
CLSI	2013	atcc29212	Vet	efa	Difloxacin	DIF_NM	DIF	MIC	MH	1	4	2021-01-01	2021-01-01	
CLSI	2013	atcc29212	Table 4A	efa	Doripenem	DOR_NM	DOR	MIC	MH	1	4	2021-01-01	2021-01-01	
CLSI	2013	atcc29212	Table 4A	efa	Doxycycline	DOX_NM	DOX	MIC	MH	2	8	2021-01-01	2021-01-01	
CLSI	2013	atcc29212	Table 4A	efa	Enoxacin	ENX_NM	ENX	MIC	MH	2	16	2021-01-01	2021-01-01	
CLSI	2013	atcc29212	Vet	efa	Enrofloxacin	ENR_NM	ENR	MIC	MH	0.03	0.125	2021-01-01	2021-01-01	
CLSI	2013	atcc29212	Table 4A	efa	Ertapenem	ERT_NM	ERT	MIC	MH	4	16	2021-01-01	2021-01-01	
